date,deseasoned,rolling_mean,z-score_1000,explanation,event
1979-01-18,337.4141009609857,332.7552454297664,2.312772669175933,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-01-19,337.0069922473324,332.7587797163978,2.105898079312017,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-01-20,337.09081945324397,332.7623777560463,2.142458649044483,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-01-21,337.6612046309521,332.76644317254,2.4178814764166336,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-01-23,338.1677425885312,332.7709218619397,2.659149086245451,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-01-24,337.57466823958913,332.7749017678035,2.3604702685645718,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-01-25,337.1142520454305,332.77849394518563,2.1291471323640656,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-01-26,337.04498024003345,332.7820228833948,2.0904694301030013,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-01-30,337.5815913647899,332.7859894689166,2.347269568204446,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-01-31,337.65347282865883,332.79000886062573,2.3759036836113383,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-02-01,337.35958148970633,332.7937791350722,2.2268342237625522,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-02-02,336.97547332701134,332.79722653341673,2.0351674079425393,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-02-05,337.1483921690241,332.80393019675006,2.111010603544861,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-02-07,337.0466364869206,332.81060608949804,2.0534355692171453,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-02-12,337.0327371550882,332.8226877997503,2.0334772584892846,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-02-19,337.1103620311802,332.8442414413532,2.0469437952461957,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-02-20,337.2525272467238,332.84782832972206,2.1104556967608428,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-04,337.15972629879604,332.8770027062998,2.03557903689945,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-07,337.3540150003186,332.8837895695604,2.119549764970791,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-08,337.42144538756105,332.88744307666025,2.146656249584664,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-09,338.0305259396278,332.89158071371816,2.428261521940704,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-10,337.53793722162317,332.89531572698814,2.1903779847617817,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-12,337.42578393414647,332.89895465727506,2.13269371146415,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-16,337.7605810884282,332.90589309693047,2.2812841387145406,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-22,338.0636892676964,332.9127526167694,2.414285127081653,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-24,338.6401246765166,332.91733451441723,2.675684017133718,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-25,338.2442750825108,332.9215926603549,2.4834557018867045,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-26,338.38517763050953,332.92595654611387,2.541587849406012,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-27,337.41729439369817,332.9295410136698,2.0865074500988467,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-30,337.56514624750935,332.93924564669686,2.1440912013917037,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-03-31,337.62220737732423,332.9429711532447,2.165618197827573,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-04-01,337.34367714830455,332.94646932971136,2.0325503396875053,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-04-24,337.7129449040445,332.9967111863306,2.1536783338612304,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-09-11,337.9931579279768,333.2718844197264,2.01995804906933,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-09-12,337.98320233020615,333.2753108327522,2.0119934195334794,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1979-10-22,338.19775689975893,333.3565173461696,2.0362480283126065,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-01,339.0028480956383,333.49471443183313,2.2702443907232315,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-02,338.4948764833796,333.4981251835736,2.0571952956325115,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-03,338.94799417566816,333.50184015902835,2.2391410433920793,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-04,338.798877345832,333.5054484949867,2.1735806398122572,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-05,338.7286838174111,333.50900413509726,2.1406769446601404,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-07,338.8361953638342,333.51581409764424,2.177196332176026,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-11,338.47946004186014,333.5255338249603,2.02144432397405,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-13,338.49446207677005,333.5321514218496,2.0208045291177483,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-18,338.64410096098567,333.544752270102,2.0693052672365737,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-19,339.3169922473324,333.5486497987834,2.3372444533071475,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-20,338.860819453244,333.5522342587392,2.148326793033731,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-22,340.203391235456,333.5600375790552,2.680184377162961,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-23,340.2177425885312,333.56452088209187,2.6785673248356314,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-24,339.18466823958914,333.56830294626246,2.258004776272287,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-25,339.2842520454305,333.57214689320205,2.2931979434538,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-26,338.5849802400335,333.5755157328169,2.009056317212336,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-01-28,338.7830330146577,333.5823593726114,2.0813045749639767,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-02-03,338.72317516450966,333.6010155427511,2.039831747898196,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-02-05,339.0183921690241,333.6078495700751,2.1501369506154564,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-02-15,339.01445287687613,333.6291680784679,2.12843163389598,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-02-16,338.7737643976458,333.6325841450809,2.029843208466749,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-02-26,339.270475768714,333.66327006058896,2.1965645464150487,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-01,339.776371594206,333.6765113066475,2.380372285987692,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-02,339.4688916071756,333.68031957771956,2.255852244486119,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-11,339.05578393414646,333.6967436800113,2.078908810615061,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-13,339.4995624764479,333.7005438232965,2.2465981666250774,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-14,339.40637443493694,333.7042780056339,2.2062461085057676,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-15,339.2205810884282,333.7078857905148,2.1304881312235255,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-21,339.3136892676964,333.7242649966978,2.1504253545823317,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-23,339.30012467651665,333.72789747857394,2.1412987294989145,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-24,339.5942750825108,333.7317167348265,2.24988020756454,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-25,339.3951776305095,333.7354014849213,2.169432168753726,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-26,339.7672943936982,333.73932339188406,2.307306969622809,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-27,339.1009859697627,333.74280725320824,2.048796433839403,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-29,339.74514624750935,333.74670487593175,2.290441581786786,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-03-30,339.4422073773243,333.7504008541936,2.1707314802148017,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-04-12,339.22901340530035,333.7796872982,2.0622203345678827,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-04-15,339.34637696160235,333.78631701456777,2.1003226688328325,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-05-07,339.29873434242063,333.84517371645774,2.0314060749735843,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-05-13,339.4907850249119,333.8604597601843,2.089747777706095,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-05-17,339.4482502345355,333.86979897525447,2.065877450489976,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-06-10,339.7142830263128,333.92376442509266,2.1188995846869156,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-06-15,340.011682315788,333.9371719470749,2.2148881925472157,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-06-16,339.7488273559856,333.940799697018,2.11542043785196,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-06-18,339.6150214871187,333.9443394486026,2.0632921578660057,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-08-16,339.74661374837336,334.06868078929506,2.0123565049130474,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-08-22,340.52999481162976,334.07588647741386,2.282663464036523,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-08-23,340.2904738635796,334.0796574649055,2.1940686235256504,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-08-25,339.749800618719,334.08309599926196,2.00002702157629,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-08-26,340.21307393711805,334.08681113740613,2.159817763708462,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-08-29,340.46662201471685,334.09067534750744,2.2450863369896275,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-09-05,339.820256336803,334.09891989063186,2.0114686340028176,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-09-06,339.84701499587766,334.1023930598797,2.017776460875875,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-09-14,340.34745242434656,334.1174105120949,2.1813360139800473,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1980-09-15,340.0726124077332,334.12099582329034,2.0817540379403034,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-01-05,340.98868381741113,334.35035549696477,2.241808431824187,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-01-06,340.6992678129926,334.3539834468596,2.1406469850780314,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-01-13,340.36446207677005,334.3735513489829,2.0117532278209014,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-01-18,340.6241009609857,334.3898315424679,2.085471442883625,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-01-21,340.56120463095215,334.3996952169033,2.0562983818007448,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-01-28,340.50303301465766,334.41900591609374,2.0215144198131387,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-01-29,340.5304925899884,334.4224567837809,2.027704684809115,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-02-06,340.8657853808879,334.4441888955476,2.1219511826328175,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-02-07,340.8966364869206,334.44781590374953,2.128826827145717,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-02-08,340.61038992793067,334.45127802398787,2.0314010117259653,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-02-09,341.67254594793116,334.4553326382068,2.3772684237242263,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-02-10,341.2694824203304,334.4591565157501,2.24070751735888,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-02-18,340.6164018273388,334.47543865849565,2.0129899206355226,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-02-24,340.83629036634676,334.4948784421443,2.0696062363830037,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-02-25,341.6991501801554,334.4988942011956,2.346941999119289,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-02-26,341.25047576871395,334.5026555279741,2.1971190074865095,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-02-27,341.2298541048638,334.50640118419733,2.186874251420761,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-02-28,341.4647417481524,334.5102733826191,2.259424687857595,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-03-01,341.1588068041705,334.51397112089586,2.156631686046886,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-03-02,340.846371594206,334.51749107668985,2.05224828353849,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-03-06,340.7124877187479,334.5276068549332,2.000765395974464,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-03-12,341.11578393414646,334.5410542596085,2.1201687998966094,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-03-19,341.17515786831063,334.5602943772522,2.12423726802396,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-03-22,341.5636892676964,334.5709482342487,2.2394943068719853,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-03-25,341.4842750825108,334.57475513229286,2.2104687094174573,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-03-26,341.50517763050954,334.5785693439044,2.213551976706117,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-03-29,340.9315099057604,334.5888573011778,2.0219856829223355,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-03-30,341.0351462475093,334.5923972731417,2.0520806322195657,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-04-02,340.897366200402,334.6018797615774,2.0012552547251046,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-04-14,341.00383093623765,334.63463914923466,2.010289052389563,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1981-04-17,341.55703506528056,334.64477078343003,2.176626661269753,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1982-01-25,342.4242520454305,335.27005680077855,2.0615882409757997,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1982-01-27,342.4350217448071,335.27670573442526,2.059846557155846,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1982-01-28,342.5530330146577,335.2802123981748,2.091091721534062,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1982-02-07,342.6666364869206,335.30935602048606,2.102892796826033,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1982-02-17,342.3914975518545,335.33914634757633,2.0053144710256743,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1982-03-05,342.56533494927766,335.3727781687542,2.0327598413992565,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1983-03-21,344.8883071076099,336.15028173753444,2.230528400685402,CO₂ spike likely influenced by 1982–83 El Niño and El Chichón volcanic effects.,True
1983-03-23,344.7172551601788,336.15384833762715,2.184235202544884,CO₂ spike likely influenced by 1982–83 El Niño and El Chichón volcanic effects.,True
1983-03-25,344.1542750825108,336.157177687084,2.0384473702491603,CO₂ spike likely influenced by 1982–83 El Niño and El Chichón volcanic effects.,True
1983-08-06,344.8367517221079,336.4582735171405,2.041964540353457,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1983-08-25,344.75204245611116,336.4792079530882,2.0096007455423464,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1984-01-04,345.248877345832,336.71862578201643,2.0134221400942094,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1984-01-07,346.35619536383416,336.72232258661245,2.272095045572903,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1984-01-08,345.32065694477416,336.7256194939584,2.025883257313525,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1984-02-21,345.5204064976475,336.83086714482937,2.0138104077653773,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-01-04,346.788877345832,337.28843011994553,2.0703706392028485,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-01-05,347.48868381741113,337.2920704674464,2.2205206379109557,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-01-08,347.0306569447742,337.29872730903804,2.116959428591281,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-01-12,346.7341785817967,337.3085390867604,2.047068701997021,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-01-20,346.65081945324397,337.32754405644573,2.0189439723236537,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-02-02,346.77547332701135,337.35839578390204,2.0301008556509235,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-02-17,347.0314975518545,337.3834103526649,2.07218657169292,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-02-24,346.86629036634673,337.39645436418687,2.0296981644891554,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-03-06,346.88248771874794,337.412547492139,2.024674580651612,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-03-07,347.2640150003186,337.4160150977385,2.104231745082747,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-03-08,347.511445387561,337.4195673251452,2.1549570259246846,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-03-10,347.23793722162316,337.42619859396063,2.09288752177806,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-03-11,347.67519594119335,337.4298010534851,2.1839383830662813,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-03-13,347.28614030128324,337.43648609813863,2.0972852936709683,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-03-17,347.3693085812408,337.44326837641864,2.111155405520079,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-03-18,347.2186684124827,337.4466983413436,2.077176071645561,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-03-20,347.1656372049923,337.4501072992053,2.063996422059983,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-03-27,347.0072943936982,337.45664857415295,2.0268872686431347,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-03-31,347.12220737732423,337.4600352450721,2.049404701530975,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-04-01,346.9936771483045,337.4633745241976,2.02034181919364,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-04-02,346.997366200402,337.46671275657724,2.0193260087885103,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-04-04,347.17982590483547,337.47336551225584,2.054378899810375,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-04-23,347.10253585212666,337.513237016016,2.0182913299371212,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-05-05,347.4228605601279,337.53840507568367,2.072849068252118,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-05-18,347.1482502345355,337.5632802593576,2.003011328962324,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-08-29,347.8714655034681,337.7457351783391,2.066634209235651,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1985-09-06,347.69025633680303,337.76381885676227,2.021215081789125,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1986-01-01,348.33284809563827,338.0042861783646,2.0492798236368883,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1986-01-07,348.36619536383415,338.0174130056626,2.0493530392546657,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1986-02-17,348.37149755185453,338.1243840999016,2.0016523803332196,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1986-03-23,349.08725516017876,338.18614323341984,2.1139283453280235,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1986-09-28,349.3689706000754,338.5190148896483,2.023776688998872,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1987-01-10,349.82420337014315,338.74866451654634,2.0185915949999034,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1987-01-11,350.3194600418601,338.75217507344115,2.107114112755185,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1987-01-12,350.82417858179673,338.7558365849693,2.1971097953361043,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1987-01-22,350.393391235456,338.7886928538735,2.103483206248203,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1987-01-27,350.0050217448071,338.8013527491326,2.0275965053490626,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1987-02-26,350.210475768714,338.87373901820024,2.0349112651625836,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1987-04-01,351.13367714830457,338.9462726516811,2.1697770154665426,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
1988-01-07,351.54619536383416,339.5610094801015,2.0031924717080902,"Higher-than-expected CO₂; possibly due to warm conditions, drought, or biospheric stress.",False
